0.7163972;00h:00m:00s:716ms;Quest started: T0.1
0.7163972;00h:00m:00s:716ms;Quest started: Start [Getting Ready]
3.093548;00h:00m:03s:094ms;Quest started: T1.1
5.447871;00h:00m:05s:448ms;Quest started: ConfirmKeyPress
13.78621;00h:00m:13s:786ms;Quest started: T1.3
14.88272;00h:00m:14s:883ms;Quest started: PressForwardToConfirm
34.40636;00h:00m:34s:406ms;Quest started: T1.6
34.40636;00h:00m:34s:406ms;Quest started: 1. Controls #1 [Connection]
