0;00h:00m:00s:000ms;Quest started: T0.1
0;00h:00m:00s:000ms;Quest started: Start [Getting Ready]
0.943639;00h:00m:00s:944ms;Quest started: T1.1
2.815984;00h:00m:02s:816ms;Quest started: ConfirmKeyPress
